Type,Xmin,Ymin,Xmax,Ymax,Area
Metastatic,98.0,115.0,105.0,125.0,70.0
Glioma,91.0,17.0,108.0,43.0,442.0
Meningioma,85.0,13.0,108.0,55.0,966.0
Metastatic,89.0,17.0,105.0,42.0,400.0
Meningioma,25.0,86.0,32.0,99.0,91.0
Meningioma,79.0,29.0,93.0,44.0,210.0
Glioma,85.0,4.0,113.0,35.0,868.0
Meningioma,53.0,0.0,131.0,58.0,4524.0
Metastatic,86.0,7.0,113.0,33.0,702.0
Meningioma,17.0,20.0,62.0,65.0,2025.0
Glioma,77.0,99.0,101.0,115.0,384.0
Meningioma,50.0,90.0,121.0,123.0,2343.0
Metastatic,91.0,98.0,101.0,115.0,170.0
Meningioma,6.0,72.0,46.0,97.0,1000.0
Glioma,34.0,13.0,65.0,49.0,1116.0
Meningioma,9.0,14.0,82.0,72.0,4234.0
Metastatic,9.0,12.0,66.0,56.0,2508.0
Meningioma,65.0,29.0,103.0,49.0,760.0
Glioma,93.0,108.0,114.0,119.0,231.0
Meningioma,65.0,79.0,125.0,121.0,2520.0
Metastatic,89.0,86.0,121.0,118.0,1024.0
Glioma,76.0,47.0,88.0,59.0,144.0
Meningioma,56.0,14.0,100.0,62.0,2112.0
Metastatic,73.0,44.0,90.0,62.0,306.0
Glioma,40.0,35.0,47.0,38.0,21.0
Meningioma,35.0,37.0,41.0,41.0,24.0
Metastatic,38.0,29.0,54.0,43.0,224.0
Glioma,27.0,86.0,81.0,124.0,2052.0
Meningioma,27.0,77.0,107.0,124.0,3760.0
Metastatic,25.0,92.0,80.0,125.0,1815.0
Meningioma,20.0,33.0,46.0,41.0,208.0
Meningioma,38.0,45.0,48.0,49.0,40.0
Glioma,37.0,25.0,51.0,39.0,196.0
Meningioma,26.0,3.0,93.0,54.0,3417.0
Metastatic,38.0,26.0,50.0,39.0,156.0
Glioma,81.0,66.0,134.0,107.0,2173.0
Metastatic,88.0,75.0,93.0,78.0,15.0
Meningioma,45.0,30.0,138.0,117.0,8091.0
Glioma,36.0,18.0,66.0,48.0,900.0
Meningioma,32.0,9.0,94.0,48.0,2418.0
Glioma,85.0,2.0,113.0,30.0,784.0
Meningioma,38.0,0.0,139.0,74.0,7474.0
Metastatic,85.0,2.0,115.0,33.0,930.0
Glioma,66.0,89.0,107.0,112.0,943.0
Meningioma,60.0,82.0,118.0,125.0,2494.0
Metastatic,61.0,80.0,115.0,116.0,1944.0
Glioma,7.0,18.0,71.0,74.0,3584.0
Meningioma,0.0,18.0,84.0,86.0,5712.0
Glioma,52.0,102.0,79.0,123.0,567.0
Meningioma,34.0,95.0,93.0,131.0,2124.0
Metastatic,51.0,101.0,79.0,126.0,700.0
Meningioma,53.0,37.0,67.0,49.0,168.0
Glioma,113.0,27.0,125.0,43.0,192.0
Meningioma,91.0,13.0,128.0,54.0,1517.0
Metastatic,114.0,32.0,135.0,49.0,357.0
Meningioma,74.0,39.0,125.0,85.0,2346.0
Meningioma,36.0,51.0,106.0,97.0,3220.0
Glioma,77.0,83.0,98.0,100.0,357.0
Meningioma,47.0,77.0,114.0,118.0,2747.0
Metastatic,68.0,80.0,101.0,107.0,891.0
Meningioma,29.0,40.0,84.0,55.0,825.0
Glioma,39.0,21.0,73.0,47.0,884.0
Meningioma,13.0,9.0,109.0,80.0,6816.0
Glioma,13.0,49.0,64.0,83.0,1734.0
Meningioma,2.0,48.0,74.0,97.0,3528.0
Glioma,54.0,7.0,87.0,25.0,594.0
Meningioma,53.0,3.0,97.0,31.0,1232.0
Metastatic,54.0,6.0,83.0,26.0,580.0
Glioma,27.0,92.0,81.0,124.0,1728.0
Meningioma,27.0,79.0,107.0,123.0,3520.0
Metastatic,26.0,95.0,79.0,124.0,1537.0
Glioma,26.0,51.0,75.0,87.0,1764.0
Meningioma,6.0,43.0,93.0,103.0,5220.0
Metastatic,25.0,47.0,77.0,91.0,2288.0
Meningioma,36.0,11.0,93.0,37.0,1482.0
Glioma,69.0,33.0,121.0,64.0,1612.0
Meningioma,58.0,21.0,99.0,51.0,1230.0
Metastatic,62.0,30.0,123.0,68.0,2318.0
Glioma,108.0,94.0,117.0,100.0,54.0
Meningioma,74.0,79.0,138.0,125.0,2944.0
Metastatic,95.0,91.0,124.0,110.0,551.0
Glioma,0.0,64.0,59.0,114.0,2950.0
Meningioma,0.0,51.0,72.0,121.0,5040.0
Metastatic,0.0,58.0,62.0,115.0,3534.0
Glioma,56.0,1.0,102.0,42.0,1886.0
Meningioma,45.0,0.0,112.0,46.0,3082.0
Metastatic,53.0,0.0,102.0,41.0,2009.0
Meningioma,69.0,17.0,116.0,50.0,1551.0
Meningioma,58.0,72.0,94.0,89.0,612.0
Glioma,29.0,32.0,55.0,55.0,598.0
Meningioma,25.0,33.0,65.0,63.0,1200.0
Metastatic,37.0,44.0,54.0,52.0,136.0
Meningioma,52.0,102.0,84.0,128.0,832.0
Glioma,108.0,76.0,138.0,103.0,810.0
Meningioma,84.0,66.0,138.0,124.0,3132.0
Meningioma,28.0,54.0,61.0,73.0,627.0
Glioma,86.0,22.0,96.0,38.0,160.0
Meningioma,44.0,0.0,131.0,75.0,6525.0
Metastatic,66.0,19.0,116.0,46.0,1350.0
Glioma,33.0,0.0,96.0,41.0,2583.0
Meningioma,33.0,8.0,95.0,43.0,2170.0
Glioma,15.0,70.0,53.0,99.0,1102.0
Meningioma,4.0,66.0,72.0,108.0,2856.0
Metastatic,12.0,66.0,55.0,104.0,1634.0
Meningioma,45.0,9.0,79.0,35.0,884.0
Glioma,35.0,15.0,64.0,45.0,870.0
Meningioma,28.0,8.0,99.0,59.0,3621.0
Metastatic,33.0,13.0,63.0,44.0,930.0
Glioma,57.0,23.0,110.0,55.0,1696.0
Meningioma,53.0,15.0,116.0,58.0,2709.0
Metastatic,81.0,26.0,106.0,40.0,350.0
Glioma,45.0,95.0,61.0,112.0,272.0
Meningioma,46.0,88.0,63.0,113.0,425.0
Metastatic,40.0,94.0,57.0,112.0,306.0
Glioma,36.0,96.0,55.0,110.0,266.0
Meningioma,33.0,91.0,61.0,115.0,672.0
Metastatic,46.0,103.0,51.0,108.0,25.0
Glioma,65.0,21.0,110.0,39.0,810.0
Meningioma,46.0,5.0,123.0,55.0,3850.0
Metastatic,63.0,16.0,111.0,42.0,1248.0
Glioma,79.0,27.0,123.0,64.0,1628.0
Meningioma,67.0,15.0,127.0,65.0,3000.0
Metastatic,72.0,23.0,125.0,71.0,2544.0
Glioma,17.0,14.0,33.0,41.0,432.0
Meningioma,0.0,6.0,68.0,52.0,3128.0
Metastatic,14.0,14.0,38.0,46.0,768.0
Meningioma,61.0,24.0,106.0,40.0,720.0
Glioma,34.0,81.0,80.0,124.0,1978.0
Meningioma,27.0,80.0,130.0,131.0,5253.0
Metastatic,33.0,81.0,81.0,123.0,2016.0
Glioma,91.0,104.0,113.0,117.0,286.0
Meningioma,76.0,90.0,129.0,120.0,1590.0
Metastatic,79.0,93.0,118.0,119.0,1014.0
Meningioma,59.0,84.0,104.0,116.0,1440.0
Glioma,38.0,17.0,77.0,57.0,1560.0
Meningioma,23.0,7.0,95.0,72.0,4680.0
Glioma,58.0,71.0,121.0,106.0,2205.0
Meningioma,52.0,68.0,136.0,113.0,3780.0
Metastatic,56.0,71.0,123.0,107.0,2412.0
Glioma,35.0,36.0,79.0,64.0,1232.0
Meningioma,46.0,58.0,68.0,64.0,132.0
Meningioma,42.0,21.0,58.0,30.0,144.0
Glioma,45.0,96.0,89.0,131.0,1540.0
Meningioma,43.0,93.0,97.0,131.0,2052.0
Metastatic,57.0,106.0,78.0,118.0,252.0
Glioma,25.0,34.0,80.0,62.0,1540.0
Meningioma,70.0,34.0,105.0,63.0,1015.0
Metastatic,24.0,27.0,86.0,65.0,2356.0
Meningioma,35.0,39.0,82.0,55.0,752.0
Meningioma,80.0,33.0,101.0,53.0,420.0
Glioma,89.0,87.0,95.0,91.0,24.0
Meningioma,70.0,75.0,130.0,109.0,2040.0
Metastatic,85.0,78.0,105.0,90.0,240.0
Glioma,46.0,16.0,62.0,33.0,272.0
Meningioma,37.0,14.0,73.0,41.0,972.0
Metastatic,42.0,9.0,70.0,34.0,700.0
Meningioma,27.0,62.0,119.0,130.0,6256.0
Glioma,13.0,0.0,96.0,59.0,4897.0
Meningioma,7.0,0.0,132.0,60.0,7500.0
Metastatic,13.0,0.0,97.0,59.0,4956.0
Meningioma,88.0,68.0,125.0,88.0,740.0
Glioma,87.0,64.0,93.0,73.0,54.0
Meningioma,80.0,44.0,88.0,73.0,232.0
Metastatic,81.0,58.0,98.0,73.0,255.0
Glioma,38.0,91.0,69.0,125.0,1054.0
Meningioma,27.0,86.0,91.0,126.0,2560.0
Metastatic,35.0,88.0,73.0,129.0,1558.0
Glioma,28.0,42.0,63.0,74.0,1120.0
Meningioma,0.0,11.0,89.0,79.0,6052.0
Metastatic,25.0,40.0,64.0,79.0,1521.0
Glioma,42.0,6.0,89.0,28.0,1034.0
Meningioma,37.0,4.0,93.0,44.0,2240.0
Metastatic,43.0,6.0,93.0,29.0,1150.0
Meningioma,25.0,82.0,26.0,83.0,1.0
Meningioma,42.0,45.0,59.0,53.0,136.0
Meningioma,59.0,71.0,136.0,119.0,3696.0
Glioma,16.0,26.0,21.0,31.0,25.0
Meningioma,10.0,11.0,65.0,63.0,2860.0
Meningioma,27.0,75.0,78.0,108.0,1683.0
Glioma,116.0,39.0,129.0,58.0,247.0
Meningioma,88.0,32.0,129.0,62.0,1230.0
Metastatic,107.0,39.0,128.0,62.0,483.0
Glioma,56.0,56.0,69.0,61.0,65.0
Meningioma,45.0,35.0,125.0,65.0,2400.0
Metastatic,46.0,53.0,72.0,67.0,364.0
Glioma,60.0,70.0,123.0,108.0,2394.0
Meningioma,49.0,71.0,136.0,114.0,3741.0
Metastatic,56.0,72.0,124.0,108.0,2448.0
Glioma,24.0,33.0,62.0,100.0,2546.0
Meningioma,6.0,19.0,75.0,102.0,5727.0
Metastatic,24.0,33.0,61.0,100.0,2479.0
Meningioma,74.0,11.0,99.0,34.0,575.0
Glioma,77.0,33.0,87.0,43.0,100.0
Meningioma,41.0,20.0,138.0,58.0,3686.0
Metastatic,78.0,33.0,86.0,42.0,72.0
Glioma,98.0,69.0,133.0,107.0,1330.0
Meningioma,60.0,68.0,130.0,116.0,3360.0
Metastatic,94.0,69.0,134.0,105.0,1440.0
Glioma,42.0,22.0,80.0,36.0,532.0
Meningioma,82.0,20.0,97.0,27.0,105.0
Metastatic,37.0,19.0,88.0,41.0,1122.0
Meningioma,45.0,24.0,60.0,44.0,300.0
Meningioma,54.0,44.0,61.0,52.0,56.0
Meningioma,37.0,68.0,59.0,93.0,550.0
Meningioma,85.0,68.0,130.0,101.0,1485.0
Glioma,136.0,73.0,138.0,91.0,36.0
Meningioma,97.0,75.0,138.0,119.0,1804.0
Metastatic,125.0,69.0,138.0,92.0,299.0
Meningioma,78.0,16.0,135.0,49.0,1881.0
Glioma,88.0,33.0,90.0,34.0,2.0
Meningioma,30.0,3.0,112.0,56.0,4346.0
Metastatic,77.0,22.0,99.0,40.0,396.0
Meningioma,92.0,29.0,127.0,55.0,910.0
Glioma,37.0,35.0,73.0,62.0,972.0
Meningioma,20.0,38.0,86.0,65.0,1782.0
Metastatic,33.0,31.0,72.0,67.0,1404.0
Glioma,53.0,69.0,83.0,99.0,900.0
Meningioma,45.0,27.0,94.0,112.0,4165.0
Metastatic,52.0,70.0,87.0,103.0,1155.0
Meningioma,0.0,63.0,62.0,106.0,2666.0
Meningioma,46.0,6.0,95.0,38.0,1568.0
Meningioma,43.0,16.0,110.0,52.0,2412.0
Glioma,82.0,87.0,83.0,93.0,6.0
Meningioma,72.0,82.0,123.0,119.0,1887.0
Metastatic,73.0,84.0,91.0,98.0,252.0
Glioma,56.0,103.0,75.0,117.0,266.0
Meningioma,33.0,83.0,103.0,126.0,3010.0
Metastatic,55.0,87.0,93.0,128.0,1558.0
Glioma,81.0,81.0,117.0,123.0,1512.0
Meningioma,64.0,78.0,124.0,124.0,2760.0
Metastatic,82.0,81.0,122.0,123.0,1680.0
Glioma,53.0,1.0,110.0,44.0,2451.0
Meningioma,41.0,3.0,122.0,64.0,4941.0
Metastatic,65.0,11.0,106.0,43.0,1312.0
Meningioma,51.0,101.0,83.0,122.0,672.0
Meningioma,58.0,12.0,93.0,34.0,770.0
Glioma,38.0,20.0,75.0,57.0,1369.0
Meningioma,25.0,8.0,91.0,71.0,4158.0
Meningioma,48.0,25.0,51.0,29.0,12.0
Meningioma,41.0,35.0,54.0,39.0,52.0
Glioma,79.0,36.0,93.0,43.0,98.0
Meningioma,101.0,39.0,115.0,46.0,98.0
Metastatic,75.0,36.0,96.0,43.0,147.0
Glioma,0.0,8.0,60.0,70.0,3720.0
Meningioma,0.0,12.0,82.0,71.0,4838.0
Metastatic,0.0,13.0,34.0,61.0,1632.0
Glioma,57.0,78.0,120.0,122.0,2772.0
Meningioma,49.0,68.0,133.0,129.0,5124.0
Metastatic,57.0,78.0,120.0,119.0,2583.0
Glioma,4.0,67.0,59.0,107.0,2200.0
Meningioma,2.0,52.0,84.0,117.0,5330.0
Metastatic,3.0,67.0,50.0,100.0,1551.0
Glioma,14.0,39.0,51.0,100.0,2257.0
Meningioma,5.0,34.0,60.0,108.0,4070.0
Metastatic,13.0,39.0,50.0,100.0,2257.0
Meningioma,53.0,93.0,64.0,103.0,110.0
Glioma,30.0,71.0,44.0,92.0,294.0
Meningioma,1.0,67.0,76.0,120.0,3975.0
Metastatic,19.0,67.0,42.0,92.0,575.0
Glioma,75.0,8.0,138.0,65.0,3591.0
Meningioma,72.0,7.0,138.0,66.0,3894.0
Glioma,68.0,47.0,77.0,56.0,81.0
Meningioma,36.0,26.0,123.0,64.0,3306.0
Metastatic,66.0,43.0,86.0,63.0,400.0
Glioma,65.0,70.0,119.0,110.0,2160.0
Meningioma,17.0,63.0,124.0,131.0,7276.0
Metastatic,67.0,72.0,116.0,108.0,1764.0
Meningioma,77.0,36.0,110.0,58.0,726.0
Glioma,19.0,51.0,61.0,89.0,1596.0
Meningioma,11.0,49.0,58.0,102.0,2491.0
Metastatic,18.0,49.0,64.0,91.0,1932.0
Glioma,59.0,12.0,83.0,31.0,456.0
Meningioma,39.0,1.0,116.0,62.0,4697.0
Metastatic,47.0,6.0,90.0,32.0,1118.0
Glioma,5.0,24.0,45.0,56.0,1280.0
Meningioma,0.0,20.0,66.0,75.0,3630.0
Metastatic,0.0,22.0,50.0,65.0,2150.0
Meningioma,33.0,74.0,108.0,131.0,4275.0
Glioma,93.0,45.0,96.0,46.0,3.0
Meningioma,77.0,17.0,134.0,47.0,1710.0
Meningioma,87.0,33.0,115.0,56.0,644.0
Glioma,6.0,52.0,22.0,64.0,192.0
Meningioma,0.0,15.0,72.0,78.0,4536.0
Metastatic,0.0,38.0,35.0,73.0,1225.0
Meningioma,45.0,6.0,96.0,39.0,1683.0
Meningioma,31.0,83.0,70.0,105.0,858.0
Meningioma,87.0,22.0,107.0,35.0,260.0
Glioma,64.0,99.0,109.0,130.0,1395.0
Meningioma,39.0,67.0,138.0,131.0,6336.0
Metastatic,64.0,98.0,108.0,130.0,1408.0
Glioma,69.0,20.0,112.0,42.0,946.0
Meningioma,46.0,5.0,132.0,50.0,3870.0
Metastatic,63.0,14.0,127.0,46.0,2048.0
Meningioma,66.0,21.0,118.0,61.0,2080.0
Glioma,47.0,14.0,65.0,28.0,252.0
Meningioma,25.0,3.0,86.0,46.0,2623.0
Metastatic,44.0,10.0,70.0,32.0,572.0
Meningioma,34.0,23.0,62.0,47.0,672.0
Glioma,49.0,1.0,101.0,44.0,2236.0
Meningioma,32.0,0.0,121.0,71.0,6319.0
Metastatic,43.0,0.0,104.0,56.0,3416.0
Meningioma,62.0,92.0,89.0,105.0,351.0
Glioma,118.0,73.0,125.0,78.0,35.0
Meningioma,97.0,65.0,138.0,94.0,1189.0
Metastatic,118.0,74.0,123.0,77.0,15.0
Glioma,45.0,0.0,98.0,33.0,1749.0
Meningioma,34.0,0.0,111.0,67.0,5159.0
Metastatic,39.0,0.0,103.0,36.0,2304.0
Meningioma,0.0,16.0,54.0,80.0,3456.0
Glioma,91.0,87.0,113.0,120.0,726.0
Meningioma,64.0,76.0,135.0,128.0,3692.0
Metastatic,81.0,84.0,111.0,124.0,1200.0
Glioma,7.0,43.0,29.0,60.0,374.0
Meningioma,3.0,22.0,61.0,80.0,3364.0
Metastatic,7.0,41.0,31.0,59.0,432.0
Meningioma,58.0,49.0,74.0,57.0,128.0
Glioma,114.0,78.0,138.0,102.0,576.0
Meningioma,59.0,63.0,138.0,124.0,4819.0
Metastatic,94.0,72.0,138.0,105.0,1452.0
Glioma,6.0,66.0,50.0,89.0,1012.0
Meningioma,2.0,61.0,69.0,107.0,3082.0
Metastatic,21.0,65.0,51.0,90.0,750.0
Glioma,46.0,15.0,83.0,47.0,1184.0
Meningioma,36.0,11.0,97.0,70.0,3599.0
Metastatic,50.0,11.0,91.0,46.0,1435.0
Glioma,34.0,86.0,78.0,113.0,1188.0
Meningioma,39.0,88.0,84.0,118.0,1350.0
Metastatic,30.0,83.0,79.0,112.0,1421.0
Glioma,50.0,10.0,72.0,31.0,462.0
Meningioma,28.0,6.0,103.0,55.0,3675.0
Metastatic,46.0,6.0,77.0,33.0,837.0
Glioma,36.0,88.0,76.0,122.0,1360.0
Meningioma,28.0,83.0,88.0,125.0,2520.0
Metastatic,27.0,80.0,83.0,125.0,2520.0
Glioma,14.0,71.0,69.0,115.0,2420.0
Meningioma,11.0,61.0,93.0,112.0,4182.0
Glioma,36.0,29.0,66.0,47.0,540.0
Meningioma,28.0,10.0,79.0,49.0,1989.0
Metastatic,37.0,23.0,72.0,49.0,910.0
Glioma,92.0,75.0,137.0,103.0,1260.0
Meningioma,80.0,59.0,138.0,108.0,2842.0
Metastatic,92.0,76.0,138.0,107.0,1426.0
Glioma,20.0,32.0,75.0,65.0,1815.0
Meningioma,5.0,16.0,95.0,64.0,4320.0
Metastatic,16.0,27.0,78.0,66.0,2418.0
Glioma,26.0,28.0,50.0,61.0,792.0
Meningioma,18.0,35.0,78.0,74.0,2340.0
Meningioma,60.0,72.0,123.0,104.0,2016.0
Glioma,38.0,14.0,99.0,58.0,2684.0
Meningioma,29.0,2.0,138.0,69.0,7303.0
Metastatic,41.0,10.0,112.0,63.0,3763.0
Glioma,43.0,89.0,74.0,104.0,465.0
Meningioma,29.0,79.0,104.0,126.0,3525.0
Metastatic,40.0,84.0,75.0,114.0,1050.0
Glioma,42.0,12.0,101.0,65.0,3127.0
Meningioma,25.0,3.0,129.0,67.0,6656.0
Glioma,40.0,0.0,101.0,39.0,2379.0
Meningioma,39.0,5.0,126.0,45.0,3480.0
Metastatic,40.0,0.0,102.0,40.0,2480.0
Glioma,26.0,24.0,66.0,68.0,1760.0
Meningioma,5.0,12.0,94.0,72.0,5340.0
Metastatic,23.0,21.0,69.0,68.0,2162.0
Glioma,38.0,92.0,63.0,106.0,350.0
Meningioma,29.0,82.0,79.0,127.0,2250.0
Metastatic,33.0,85.0,63.0,108.0,690.0
Glioma,31.0,47.0,68.0,75.0,1036.0
Meningioma,23.0,31.0,78.0,89.0,3190.0
Metastatic,29.0,31.0,73.0,79.0,2112.0
Glioma,29.0,53.0,46.0,63.0,170.0
Meningioma,29.0,32.0,107.0,64.0,2496.0
Metastatic,26.0,51.0,46.0,62.0,220.0
Meningioma,26.0,59.0,39.0,65.0,78.0
Glioma,36.0,102.0,69.0,118.0,528.0
Meningioma,24.0,81.0,103.0,128.0,3713.0
Metastatic,36.0,92.0,69.0,118.0,858.0
Meningioma,25.0,74.0,105.0,100.0,2080.0
Glioma,76.0,6.0,106.0,50.0,1320.0
Meningioma,42.0,6.0,126.0,64.0,4872.0
Metastatic,80.0,12.0,101.0,41.0,609.0
Glioma,10.0,64.0,49.0,89.0,975.0
Meningioma,27.0,70.0,55.0,90.0,560.0
Metastatic,22.0,70.0,33.0,78.0,88.0
Glioma,39.0,92.0,70.0,120.0,868.0
Meningioma,27.0,82.0,122.0,129.0,4465.0
Metastatic,35.0,89.0,73.0,120.0,1178.0
Meningioma,89.0,19.0,120.0,49.0,930.0
Glioma,38.0,94.0,63.0,116.0,550.0
Meningioma,42.0,85.0,66.0,116.0,744.0
Metastatic,34.0,91.0,63.0,117.0,754.0
Meningioma,32.0,48.0,56.0,74.0,624.0
Glioma,0.0,14.0,29.0,44.0,870.0
Meningioma,0.0,13.0,35.0,48.0,1225.0
Glioma,44.0,0.0,98.0,43.0,2322.0
Meningioma,38.0,5.0,122.0,57.0,4368.0
Metastatic,43.0,0.0,99.0,46.0,2576.0
Meningioma,30.0,20.0,85.0,58.0,2090.0
Meningioma,25.0,88.0,62.0,101.0,481.0
Glioma,2.0,67.0,37.0,89.0,770.0
Meningioma,4.0,76.0,65.0,96.0,1220.0
Metastatic,1.0,66.0,38.0,88.0,814.0
Meningioma,59.0,20.0,118.0,65.0,2655.0
Glioma,74.0,82.0,107.0,117.0,1155.0
Meningioma,60.0,78.0,114.0,125.0,2538.0
Metastatic,71.0,80.0,111.0,119.0,1560.0
Glioma,108.0,83.0,136.0,105.0,616.0
Meningioma,74.0,73.0,138.0,110.0,2368.0
Metastatic,100.0,74.0,138.0,108.0,1292.0
Glioma,73.0,6.0,138.0,62.0,3640.0
Meningioma,71.0,13.0,138.0,66.0,3551.0
Meningioma,45.0,94.0,59.0,105.0,154.0
Glioma,66.0,102.0,108.0,131.0,1218.0
Meningioma,57.0,79.0,133.0,131.0,3952.0
Metastatic,66.0,103.0,108.0,131.0,1176.0
Glioma,32.0,14.0,58.0,38.0,624.0
Meningioma,32.0,14.0,60.0,46.0,896.0
Meningioma,47.0,90.0,84.0,117.0,999.0
Metastatic,63.0,100.0,84.0,119.0,399.0
Meningioma,58.0,14.0,110.0,52.0,1976.0
Glioma,68.0,68.0,117.0,100.0,1568.0
Meningioma,10.0,22.0,131.0,113.0,11011.0
Metastatic,66.0,69.0,117.0,101.0,1632.0
Glioma,5.0,18.0,72.0,73.0,3685.0
Meningioma,0.0,14.0,87.0,83.0,6003.0
Glioma,24.0,79.0,81.0,125.0,2622.0
Meningioma,22.0,72.0,88.0,128.0,3696.0
Glioma,95.0,24.0,130.0,50.0,910.0
Meningioma,82.0,8.0,138.0,60.0,2912.0
Metastatic,95.0,17.0,138.0,60.0,1849.0
Glioma,14.0,58.0,77.0,98.0,2520.0
Meningioma,0.0,35.0,87.0,118.0,7221.0
Metastatic,13.0,56.0,76.0,91.0,2205.0
Glioma,66.0,29.0,77.0,39.0,110.0
Meningioma,57.0,23.0,79.0,45.0,484.0
Metastatic,68.0,31.0,73.0,39.0,40.0
Meningioma,75.0,72.0,129.0,117.0,2430.0
Glioma,84.0,39.0,125.0,64.0,1025.0
Meningioma,74.0,17.0,130.0,64.0,2632.0
Metastatic,80.0,39.0,131.0,65.0,1326.0
Glioma,63.0,94.0,107.0,125.0,1364.0
Meningioma,40.0,76.0,128.0,128.0,4576.0
Metastatic,63.0,93.0,106.0,124.0,1333.0
Glioma,48.0,106.0,63.0,117.0,165.0
Meningioma,39.0,82.0,88.0,125.0,2107.0
Metastatic,46.0,98.0,72.0,119.0,546.0
Meningioma,36.0,21.0,118.0,58.0,3034.0
Glioma,87.0,96.0,107.0,115.0,380.0
Meningioma,61.0,87.0,110.0,124.0,1813.0
Metastatic,89.0,97.0,108.0,116.0,361.0
Meningioma,101.0,86.0,103.0,93.0,14.0
Meningioma,43.0,0.0,130.0,99.0,8613.0
Metastatic,70.0,24.0,111.0,46.0,902.0
Meningioma,26.0,75.0,96.0,100.0,1750.0
Glioma,48.0,53.0,109.0,99.0,2806.0
Meningioma,35.0,50.0,110.0,104.0,4050.0
Metastatic,46.0,52.0,105.0,101.0,2891.0
Meningioma,67.0,30.0,94.0,55.0,675.0
Glioma,39.0,70.0,87.0,124.0,2592.0
Meningioma,36.0,69.0,99.0,125.0,3528.0
Metastatic,56.0,89.0,86.0,119.0,900.0
Glioma,33.0,12.0,63.0,46.0,1020.0
Meningioma,28.0,5.0,99.0,59.0,3834.0
Metastatic,33.0,12.0,63.0,45.0,990.0
Glioma,8.0,21.0,67.0,74.0,3127.0
Meningioma,0.0,11.0,86.0,87.0,6536.0
Metastatic,4.0,18.0,70.0,79.0,4026.0
Glioma,47.0,94.0,60.0,112.0,234.0
Meningioma,42.0,91.0,66.0,117.0,624.0
Metastatic,50.0,98.0,57.0,109.0,77.0
Meningioma,85.0,13.0,138.0,59.0,2438.0
Glioma,79.0,31.0,105.0,51.0,520.0
Meningioma,73.0,14.0,138.0,95.0,5265.0
Metastatic,78.0,25.0,114.0,60.0,1260.0
Glioma,40.0,88.0,80.0,111.0,920.0
Meningioma,38.0,85.0,83.0,111.0,1170.0
Meningioma,57.0,111.0,88.0,131.0,620.0
Glioma,0.0,68.0,24.0,99.0,744.0
Meningioma,0.0,60.0,73.0,109.0,3577.0
Metastatic,0.0,66.0,41.0,99.0,1353.0
Meningioma,59.0,74.0,133.0,119.0,3330.0
Glioma,110.0,85.0,133.0,102.0,391.0
Meningioma,55.0,72.0,138.0,113.0,3403.0
Metastatic,104.0,77.0,138.0,104.0,918.0
Meningioma,37.0,66.0,63.0,94.0,728.0
Glioma,115.0,77.0,134.0,91.0,266.0
Meningioma,90.0,65.0,138.0,114.0,2352.0
Metastatic,112.0,74.0,136.0,99.0,600.0
Glioma,46.0,25.0,80.0,44.0,646.0
Meningioma,33.0,21.0,104.0,54.0,2343.0
Meningioma,62.0,64.0,138.0,115.0,3876.0
Meningioma,38.0,21.0,59.0,46.0,525.0
Meningioma,70.0,45.0,81.0,53.0,88.0
Meningioma,83.0,26.0,120.0,62.0,1332.0
Glioma,40.0,20.0,73.0,45.0,825.0
Meningioma,27.0,3.0,111.0,65.0,5208.0
Metastatic,40.0,21.0,74.0,46.0,850.0
Glioma,100.0,87.0,104.0,90.0,12.0
Meningioma,75.0,84.0,115.0,131.0,1880.0
Metastatic,101.0,87.0,103.0,89.0,4.0
Glioma,27.0,0.0,95.0,41.0,2788.0
Meningioma,27.0,5.0,97.0,45.0,2800.0
Metastatic,65.0,23.0,83.0,32.0,162.0
Meningioma,29.0,28.0,60.0,48.0,620.0
Glioma,58.0,95.0,91.0,118.0,759.0
Meningioma,53.0,92.0,93.0,127.0,1400.0
Glioma,57.0,44.0,62.0,52.0,40.0
Meningioma,30.0,21.0,87.0,67.0,2622.0
Metastatic,45.0,35.0,72.0,66.0,837.0
Meningioma,0.0,49.0,95.0,109.0,5700.0
Glioma,44.0,103.0,65.0,121.0,378.0
Meningioma,44.0,101.0,66.0,120.0,418.0
Glioma,66.0,68.0,123.0,100.0,1824.0
Meningioma,59.0,64.0,138.0,124.0,4740.0
Metastatic,64.0,65.0,128.0,102.0,2368.0
Glioma,85.0,111.0,94.0,118.0,63.0
Meningioma,57.0,94.0,114.0,130.0,2052.0
Metastatic,80.0,105.0,100.0,121.0,320.0
Glioma,35.0,15.0,106.0,57.0,2982.0
Meningioma,31.0,2.0,138.0,66.0,6848.0
Metastatic,37.0,14.0,110.0,61.0,3431.0
Meningioma,69.0,17.0,128.0,54.0,2183.0
Glioma,72.0,0.0,120.0,49.0,2352.0
Meningioma,70.0,3.0,129.0,42.0,2301.0
Metastatic,71.0,0.0,123.0,50.0,2600.0
Meningioma,54.0,15.0,118.0,59.0,2816.0
Meningioma,30.0,84.0,79.0,118.0,1666.0
Glioma,30.0,23.0,81.0,62.0,1989.0
Meningioma,15.0,14.0,103.0,69.0,4840.0
Metastatic,22.0,17.0,86.0,62.0,2880.0
Meningioma,41.0,33.0,54.0,40.0,91.0
Meningioma,56.0,87.0,77.0,102.0,315.0
Metastatic,62.0,74.0,75.0,81.0,91.0
